date,branch,revenue,transactions,complaints,atm_uptime_percent,staff_count,fraud_flags,revenue_change_pct,alert_summary
2025-03-03,Branch_2,83456.72,2169,36,92.46,36,0,-33.9,Significant revenue drop; Spike in customer complaints
2025-03-10,Branch_2,133919.53,1538,32,93.74,46,0,60.47,Spike in customer complaints
2025-03-17,Branch_2,75092.44,3705,40,91.93,46,1,-43.93,Significant revenue drop; Spike in customer complaints; ATM downtime increased; Potential fraud detected
2025-03-24,Branch_2,120978.63,4967,34,93.01,50,0,61.11,Spike in customer complaints
2025-03-31,Branch_2,119612.86,3074,31,96.76,24,0,-1.13,Spike in customer complaints
2025-04-07,Branch_2,99329.1,3987,25,96.82,30,0,-16.96,No significant issues
2025-04-14,Branch_2,135402.34,3770,2,99.81,11,0,36.32,No significant issues
2025-04-21,Branch_2,102756.1,2032,5,95.79,41,0,-24.11,Significant revenue drop
2025-04-28,Branch_2,80815.65,4946,9,99.07,47,1,-21.35,Significant revenue drop; Potential fraud detected
2025-05-05,Branch_2,84497.46,2196,2,95.87,10,0,4.56,No significant issues
2025-05-12,Branch_2,124181.92,1423,45,99.1,30,0,46.97,Spike in customer complaints
2025-05-19,Branch_2,120702.23,4996,28,97.1,29,0,-2.8,No significant issues
2025-05-26,Branch_2,131186.84,4266,49,97.01,21,0,8.69,Spike in customer complaints
2025-06-02,Branch_2,117689.7,1136,44,94.79,24,0,-10.29,Spike in customer complaints
2025-06-09,Branch_2,129110.82,2169,38,96.14,25,0,9.7,Spike in customer complaints
2025-06-16,Branch_2,119871.31,4515,15,95.03,37,1,-7.16,Potential fraud detected
2025-06-23,Branch_2,118131.13,1419,29,96.4,43,1,-1.45,Potential fraud detected
2025-06-30,Branch_2,136987.93,1790,49,99.46,24,0,15.96,Spike in customer complaints
2025-07-07,Branch_2,110987.03,3399,31,98.85,46,0,-18.98,Spike in customer complaints
2025-07-14,Branch_2,63407.27,4595,23,96.65,28,0,-42.87,Significant revenue drop
2025-07-21,Branch_2,83788.91,2009,23,96.15,50,0,32.14,No significant issues
2025-07-28,Branch_2,53287.18,1846,19,99.49,13,0,-36.4,Significant revenue drop
2025-08-04,Branch_2,86578.7,3045,29,95.91,47,0,62.48,No significant issues
2025-08-11,Branch_2,71086.61,1267,3,97.48,38,0,-17.89,No significant issues
2025-08-18,Branch_2,107012.31,1142,12,93.89,20,0,50.54,No significant issues
2025-08-25,Branch_2,72753.76,4292,19,90.8,21,0,-32.01,Significant revenue drop; ATM downtime increased
2025-09-01,Branch_2,142631.31,3294,0,89.18,14,0,96.05,ATM downtime increased
2025-09-08,Branch_2,64759.66,3670,30,91.9,20,1,-54.6,Significant revenue drop; ATM downtime increased; Potential fraud detected
2025-09-15,Branch_2,121790.1,1100,22,97.82,50,0,88.06,No significant issues
2025-09-22,Branch_2,58380.56,2775,33,89.76,30,0,-52.06,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2025-09-29,Branch_2,69105.03,3256,36,96.63,20,0,18.37,Spike in customer complaints
2025-10-06,Branch_2,83582.03,1665,38,91.94,25,0,20.95,Spike in customer complaints; ATM downtime increased
2025-10-13,Branch_2,111426.78,4813,16,90.02,25,0,33.31,ATM downtime increased
2025-10-20,Branch_2,144341.42,4454,34,94.96,30,0,29.54,Spike in customer complaints
2025-10-27,Branch_2,130642.12,2943,14,97.9,25,0,-9.49,No significant issues
2025-11-03,Branch_2,138359.24,2330,42,92.52,40,0,5.91,Spike in customer complaints
2025-11-10,Branch_2,65500.62,4049,27,93.57,15,0,-52.66,Significant revenue drop
2025-11-17,Branch_2,109250.39,4239,16,89.9,16,0,66.79,ATM downtime increased
2025-11-24,Branch_2,114616.57,1233,12,96.09,26,0,4.91,No significant issues
2025-12-01,Branch_2,108085.94,3107,49,99.28,38,0,-5.7,Spike in customer complaints
2025-12-08,Branch_2,56981.51,4950,33,93.84,18,0,-47.28,Significant revenue drop; Spike in customer complaints
2025-12-15,Branch_2,77117.98,3096,47,95.94,44,0,35.34,Spike in customer complaints
2025-12-22,Branch_2,128619.95,2998,47,95.89,23,0,66.78,Spike in customer complaints
2025-12-29,Branch_2,125195.63,1226,33,95.1,29,0,-2.66,Spike in customer complaints
2026-01-05,Branch_2,141198.96,4676,5,98.88,34,0,12.78,No significant issues
2026-01-12,Branch_2,110767.07,2343,12,94.39,26,0,-21.55,Significant revenue drop
2026-01-19,Branch_2,128043.3,2260,34,96.51,17,0,15.6,Spike in customer complaints
2026-01-26,Branch_2,130873.9,3883,25,97.04,40,0,2.21,No significant issues
2026-02-02,Branch_2,145064.72,1263,20,95.52,12,0,10.84,No significant issues
2026-02-09,Branch_2,64797.93,3692,26,90.86,43,0,-55.33,Significant revenue drop; ATM downtime increased
2026-02-16,Branch_2,102347.55,1668,31,96.69,38,0,57.95,Spike in customer complaints
2026-02-23,Branch_2,57709.29,1604,1,94.45,23,0,-43.61,Significant revenue drop
2026-03-02,Branch_2,111477.27,4467,16,93.89,50,0,93.17,No significant issues
2026-03-09,Branch_2,142349.79,3582,16,91.83,41,0,27.69,ATM downtime increased
2026-03-16,Branch_2,86792.36,2599,46,96.08,42,0,-39.03,Significant revenue drop; Spike in customer complaints
2026-03-23,Branch_2,60066.09,4658,5,90.12,39,0,-30.79,Significant revenue drop; ATM downtime increased
2026-03-30,Branch_2,54544.05,4366,19,91.75,12,0,-9.19,ATM downtime increased
2026-04-06,Branch_2,108066.35,3454,0,95.15,48,0,98.13,No significant issues
2026-04-13,Branch_2,136330.39,3111,39,89.62,38,1,26.15,Spike in customer complaints; ATM downtime increased; Potential fraud detected
2026-04-20,Branch_2,84165.71,4508,27,91.36,24,0,-38.26,Significant revenue drop; ATM downtime increased
2026-04-27,Branch_2,65463.59,1725,13,90.22,39,0,-22.22,Significant revenue drop; ATM downtime increased
2026-05-04,Branch_2,136846.93,1123,12,94.78,37,0,109.04,No significant issues
2026-05-11,Branch_2,73145.45,1456,45,90.86,43,0,-46.55,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2026-05-18,Branch_2,80952.11,3386,13,99.52,50,0,10.67,No significant issues
2026-05-25,Branch_2,136130.47,3809,9,90.09,49,0,68.16,ATM downtime increased
2026-06-01,Branch_2,118189.87,4595,40,94.93,10,0,-13.18,Spike in customer complaints
2026-06-08,Branch_2,149354.18,4768,48,90.12,12,0,26.37,Spike in customer complaints; ATM downtime increased
2026-06-15,Branch_2,131191.32,3014,19,95.39,13,0,-12.16,No significant issues
2026-06-22,Branch_2,107309.92,4933,35,99.21,11,0,-18.2,Spike in customer complaints
2026-06-29,Branch_2,121799.09,3982,38,94.46,23,0,13.5,Spike in customer complaints
2026-07-06,Branch_2,121178.12,2878,33,96.01,34,0,-0.51,Spike in customer complaints
2026-07-13,Branch_2,51862.25,4446,47,96.84,38,0,-57.2,Significant revenue drop; Spike in customer complaints
2026-07-20,Branch_2,87959.35,3383,4,89.75,37,0,69.6,ATM downtime increased
2026-07-27,Branch_2,100623.18,1716,2,95.69,21,0,14.4,No significant issues
2026-08-03,Branch_2,120316.81,4353,24,97.15,12,0,19.57,No significant issues
2026-08-10,Branch_2,62892.61,4052,35,89.09,25,0,-47.73,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2026-08-17,Branch_2,107147.78,2705,44,97.72,36,1,70.37,Spike in customer complaints; Potential fraud detected
2026-08-24,Branch_2,120102.05,1207,43,93.52,10,0,12.09,Spike in customer complaints
2026-08-31,Branch_2,126280.27,2087,30,90.19,31,0,5.14,ATM downtime increased
2026-09-07,Branch_2,102499.91,1463,26,89.65,42,0,-18.83,ATM downtime increased
2026-09-14,Branch_2,71663.92,3808,24,90.21,40,0,-30.08,Significant revenue drop; ATM downtime increased
2026-09-21,Branch_2,97481.8,2451,50,95.4,14,0,36.03,Spike in customer complaints
2026-09-28,Branch_2,135154.75,2359,9,94.74,19,0,38.65,No significant issues
2026-10-05,Branch_2,72958.46,2905,49,96.2,19,0,-46.02,Significant revenue drop; Spike in customer complaints
2026-10-12,Branch_2,76320.46,2529,6,95.63,37,0,4.61,No significant issues
2026-10-19,Branch_2,147928.52,3274,29,92.24,18,0,93.83,No significant issues
2026-10-26,Branch_2,73140.28,3641,48,92.31,43,0,-50.56,Significant revenue drop; Spike in customer complaints
2026-11-02,Branch_2,77400.51,3871,6,99.12,12,0,5.82,No significant issues
2026-11-09,Branch_2,135842.45,3287,42,97.59,19,0,75.51,Spike in customer complaints
2026-11-16,Branch_2,55250.65,3841,0,92.21,47,0,-59.33,Significant revenue drop
2026-11-23,Branch_2,138236.15,4319,40,90.67,26,0,150.2,Spike in customer complaints; ATM downtime increased
2026-11-30,Branch_2,95912.13,2844,22,97.34,29,0,-30.62,Significant revenue drop
2026-12-07,Branch_2,94532.3,2658,12,97.28,23,0,-1.44,No significant issues
2026-12-14,Branch_2,147673.54,4022,19,95.02,45,0,56.21,No significant issues
2026-12-21,Branch_2,148533.68,2461,23,89.91,44,0,0.58,ATM downtime increased
2026-12-28,Branch_2,109224.0,2934,5,99.28,30,0,-26.47,Significant revenue drop
2027-01-04,Branch_2,84491.32,2687,1,95.57,19,1,-22.64,Significant revenue drop; Potential fraud detected
2027-01-11,Branch_2,53235.12,4732,41,93.83,29,0,-36.99,Significant revenue drop; Spike in customer complaints
2027-01-18,Branch_2,92296.91,3110,40,98.77,33,0,73.38,Spike in customer complaints
2027-01-25,Branch_2,97732.16,2387,41,93.24,45,0,5.89,Spike in customer complaints
2027-02-01,Branch_2,133550.81,3060,4,95.04,27,0,36.65,No significant issues
2027-02-08,Branch_2,96777.53,1215,36,98.59,50,0,-27.54,Significant revenue drop; Spike in customer complaints
2027-02-15,Branch_2,84403.12,3034,50,91.69,34,0,-12.79,Spike in customer complaints; ATM downtime increased
2027-02-22,Branch_2,121148.06,1439,46,91.44,35,0,43.54,Spike in customer complaints; ATM downtime increased
2027-03-01,Branch_2,101794.12,1650,34,96.29,19,0,-15.98,Spike in customer complaints
2027-03-08,Branch_2,75819.56,4968,7,96.0,50,0,-25.52,Significant revenue drop
2027-03-15,Branch_2,142230.89,4818,12,90.84,47,0,87.59,ATM downtime increased
2027-03-22,Branch_2,54465.44,2588,7,95.84,11,0,-61.71,Significant revenue drop
2027-03-29,Branch_2,142144.83,2539,41,91.13,37,0,160.98,Spike in customer complaints; ATM downtime increased
2027-04-05,Branch_2,97977.01,3389,46,93.15,46,0,-31.07,Significant revenue drop; Spike in customer complaints
2027-04-12,Branch_2,86859.2,4112,27,91.42,45,0,-11.35,ATM downtime increased
2027-04-19,Branch_2,139931.72,1509,50,99.37,38,0,61.1,Spike in customer complaints
2027-04-26,Branch_2,115973.43,2973,5,92.18,14,0,-17.12,No significant issues
2027-05-03,Branch_2,77574.44,1964,42,90.35,41,0,-33.11,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2027-05-10,Branch_2,140436.03,3870,47,99.14,14,0,81.03,Spike in customer complaints
2027-05-17,Branch_2,124829.13,4428,47,97.94,37,0,-11.11,Spike in customer complaints
2027-05-24,Branch_2,143533.23,1132,24,94.07,37,0,14.98,No significant issues
2027-05-31,Branch_2,94941.9,4599,16,98.1,16,0,-33.85,Significant revenue drop
2027-06-07,Branch_2,138887.99,4449,37,96.95,29,0,46.29,Spike in customer complaints
2027-06-14,Branch_2,134725.65,4260,43,95.78,10,0,-3.0,Spike in customer complaints
2027-06-21,Branch_2,96123.17,4618,40,91.82,10,0,-28.65,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2027-06-28,Branch_2,90419.34,1201,19,89.76,25,0,-5.93,ATM downtime increased
2027-07-05,Branch_2,94443.08,2850,10,91.49,15,0,4.45,ATM downtime increased
2027-07-12,Branch_2,115983.54,3945,7,95.88,18,0,22.81,No significant issues
2027-07-19,Branch_2,109030.42,4593,37,97.59,37,0,-5.99,Spike in customer complaints
2027-07-26,Branch_2,132339.7,4281,49,90.93,28,0,21.38,Spike in customer complaints; ATM downtime increased
2027-08-02,Branch_2,128197.27,4490,47,97.06,43,0,-3.13,Spike in customer complaints
2027-08-09,Branch_2,93411.88,2192,15,95.64,28,0,-27.13,Significant revenue drop
2027-08-16,Branch_2,75707.4,1460,22,99.72,49,0,-18.95,No significant issues
2027-08-23,Branch_2,94727.88,1962,41,89.99,46,0,25.12,Spike in customer complaints; ATM downtime increased
2027-08-30,Branch_2,98427.26,2302,11,97.41,29,0,3.91,No significant issues
2027-09-06,Branch_2,148989.89,4421,25,94.85,49,0,51.37,No significant issues
2027-09-13,Branch_2,76510.97,2319,10,98.41,46,0,-48.65,Significant revenue drop
2027-09-20,Branch_2,121503.86,1090,13,92.15,21,0,58.81,No significant issues
2027-09-27,Branch_2,91591.05,4622,19,95.73,28,0,-24.62,Significant revenue drop
2027-10-04,Branch_2,130271.38,4773,50,93.23,11,0,42.23,Spike in customer complaints
2027-10-11,Branch_2,136383.94,2638,25,92.81,16,0,4.69,No significant issues
2027-10-18,Branch_2,90305.27,1655,49,94.44,29,1,-33.79,Significant revenue drop; Spike in customer complaints; Potential fraud detected
2027-10-25,Branch_2,64243.47,1109,21,91.52,33,0,-28.86,Significant revenue drop; ATM downtime increased
2027-11-01,Branch_2,106370.02,3682,38,96.24,17,0,65.57,Spike in customer complaints
2027-11-08,Branch_2,65617.21,3120,37,95.13,32,0,-38.31,Significant revenue drop; Spike in customer complaints
2027-11-15,Branch_2,121044.8,4586,14,97.97,14,0,84.47,No significant issues
2027-11-22,Branch_2,55251.71,4192,49,96.85,32,0,-54.35,Significant revenue drop; Spike in customer complaints
2027-11-29,Branch_2,126096.98,1012,42,98.03,25,0,128.22,Spike in customer complaints
2027-12-06,Branch_2,107712.0,2893,44,92.05,27,0,-14.58,Spike in customer complaints
2027-12-13,Branch_2,120034.92,2151,26,94.88,37,0,11.44,No significant issues
2027-12-20,Branch_2,93328.13,1756,28,89.23,41,0,-22.25,Significant revenue drop; ATM downtime increased
2027-12-27,Branch_2,129990.24,1548,14,90.99,35,0,39.28,ATM downtime increased
2028-01-03,Branch_2,107577.95,3088,2,92.2,31,0,-17.24,No significant issues
2028-01-10,Branch_2,102283.8,3091,31,94.27,39,0,-4.92,Spike in customer complaints
2028-01-17,Branch_2,58747.99,3676,37,92.54,19,1,-42.56,Significant revenue drop; Spike in customer complaints; Potential fraud detected
2028-01-24,Branch_2,104994.92,2812,22,98.21,29,0,78.72,No significant issues
2028-01-31,Branch_2,61188.74,2575,28,95.11,23,0,-41.72,Significant revenue drop
2028-02-07,Branch_2,134946.68,2618,38,91.13,16,0,120.54,Spike in customer complaints; ATM downtime increased
2028-02-14,Branch_2,54020.33,2697,36,91.42,31,0,-59.97,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2028-02-21,Branch_2,68093.3,1319,27,91.35,16,0,26.05,ATM downtime increased
2028-02-28,Branch_2,94674.07,2887,45,89.69,32,0,39.04,Spike in customer complaints; ATM downtime increased
2028-03-06,Branch_2,136315.59,2085,7,99.82,23,0,43.98,No significant issues
2028-03-13,Branch_2,103823.09,3458,38,96.28,44,0,-23.84,Significant revenue drop; Spike in customer complaints
2028-03-20,Branch_2,75041.72,3068,9,97.16,12,0,-27.72,Significant revenue drop
2028-03-27,Branch_2,92348.22,3705,9,90.72,12,0,23.06,ATM downtime increased
2028-04-03,Branch_2,50299.09,4752,12,94.45,13,0,-45.53,Significant revenue drop
2028-04-10,Branch_2,66140.26,1638,24,92.19,34,0,31.49,No significant issues
2028-04-17,Branch_2,95275.9,2153,18,89.54,20,0,44.05,ATM downtime increased
2028-04-24,Branch_2,126809.74,1484,29,96.36,17,0,33.1,No significant issues
2028-05-01,Branch_2,96005.84,1772,27,91.2,23,0,-24.29,Significant revenue drop; ATM downtime increased
2028-05-08,Branch_2,66478.33,2150,21,93.84,48,0,-30.76,Significant revenue drop
2028-05-15,Branch_2,120331.33,2723,38,89.63,24,0,81.01,Spike in customer complaints; ATM downtime increased
2028-05-22,Branch_2,108359.08,2156,5,94.72,14,0,-9.95,No significant issues
2028-05-29,Branch_2,58941.91,2169,14,97.68,39,0,-45.61,Significant revenue drop
2028-06-05,Branch_2,102428.61,2687,13,97.58,36,0,73.78,No significant issues
2028-06-12,Branch_2,71652.0,1975,36,91.47,23,0,-30.05,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2028-06-19,Branch_2,125443.24,3679,11,99.13,13,0,75.07,No significant issues
2028-06-26,Branch_2,78980.39,4121,15,99.1,35,0,-37.04,Significant revenue drop
2028-07-03,Branch_2,91448.54,4006,2,89.73,30,0,15.79,ATM downtime increased
2028-07-10,Branch_2,72097.18,4460,8,90.14,15,0,-21.16,Significant revenue drop; ATM downtime increased
2028-07-17,Branch_2,129870.0,1440,0,96.85,23,0,80.13,No significant issues
2028-07-24,Branch_2,71715.59,4430,16,97.73,35,0,-44.78,Significant revenue drop
2028-07-31,Branch_2,62959.96,1098,34,97.02,25,0,-12.21,Spike in customer complaints
2028-08-07,Branch_2,96668.08,4396,16,93.45,11,0,53.54,No significant issues
2028-08-14,Branch_2,134651.03,3647,34,98.65,29,0,39.29,Spike in customer complaints
2028-08-21,Branch_2,76807.71,2040,22,93.1,22,0,-42.96,Significant revenue drop
2028-08-28,Branch_2,80183.16,4404,17,92.26,30,0,4.39,No significant issues
2028-09-04,Branch_2,82538.74,3896,38,94.92,18,0,2.94,Spike in customer complaints
2028-09-11,Branch_2,144481.36,4303,20,91.38,10,0,75.05,ATM downtime increased
2028-09-18,Branch_2,90371.41,4177,35,93.77,46,0,-37.45,Significant revenue drop; Spike in customer complaints
2028-09-25,Branch_2,118712.73,3590,1,96.77,34,0,31.36,No significant issues
2028-10-02,Branch_2,93496.76,4594,44,96.77,50,0,-21.24,Significant revenue drop; Spike in customer complaints
2028-10-09,Branch_2,97224.16,1380,37,93.9,20,0,3.99,Spike in customer complaints
2028-10-16,Branch_2,67030.33,3407,37,97.67,31,0,-31.06,Significant revenue drop; Spike in customer complaints
2028-10-23,Branch_2,79601.45,2736,50,93.26,33,0,18.75,Spike in customer complaints
2028-10-30,Branch_2,123323.98,1397,48,98.11,25,0,54.93,Spike in customer complaints
2028-11-06,Branch_2,112198.08,2830,49,89.74,24,0,-9.02,Spike in customer complaints; ATM downtime increased
2028-11-13,Branch_2,74442.15,4750,19,97.5,47,1,-33.65,Significant revenue drop; Potential fraud detected
2028-11-20,Branch_2,92161.65,2466,44,94.88,28,0,23.8,Spike in customer complaints
2028-11-27,Branch_2,63054.28,2416,12,97.68,49,0,-31.58,Significant revenue drop
2028-12-04,Branch_2,121877.97,2869,23,91.83,38,0,93.29,ATM downtime increased
2028-12-11,Branch_2,107894.22,4559,48,94.39,43,1,-11.47,Spike in customer complaints; Potential fraud detected
2028-12-18,Branch_2,102359.62,2730,15,90.08,47,0,-5.13,ATM downtime increased
2028-12-25,Branch_2,80208.74,2026,24,98.83,33,0,-21.64,Significant revenue drop
2029-01-01,Branch_2,131147.45,3379,37,92.14,35,0,63.51,Spike in customer complaints
2029-01-08,Branch_2,143274.18,3674,12,92.11,46,0,9.25,No significant issues
2029-01-15,Branch_2,61870.93,2591,1,94.69,50,1,-56.82,Significant revenue drop; Potential fraud detected
2029-01-22,Branch_2,55719.21,1141,23,94.11,20,1,-9.94,Potential fraud detected
2029-01-29,Branch_2,93034.38,2347,10,96.81,33,0,66.97,No significant issues
2029-02-05,Branch_2,102155.25,2343,28,97.09,31,1,9.8,Potential fraud detected
2029-02-12,Branch_2,120590.77,4897,25,93.95,27,0,18.05,No significant issues
2029-02-19,Branch_2,76528.98,3082,50,89.75,20,0,-36.54,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2029-02-26,Branch_2,80333.51,1443,33,89.04,35,0,4.97,Spike in customer complaints; ATM downtime increased
2029-03-05,Branch_2,146004.46,3282,15,93.04,12,0,81.75,No significant issues
2029-03-12,Branch_2,143754.78,4347,21,90.98,45,0,-1.54,ATM downtime increased
2029-03-19,Branch_2,80690.81,2912,23,90.8,23,0,-43.87,Significant revenue drop; ATM downtime increased
2029-03-26,Branch_2,68769.32,1373,15,89.81,10,0,-14.77,ATM downtime increased
2029-04-02,Branch_2,72754.16,3963,37,90.43,35,0,5.79,Spike in customer complaints; ATM downtime increased
2029-04-09,Branch_2,64110.8,1097,46,95.03,48,0,-11.88,Spike in customer complaints
2029-04-16,Branch_2,138894.43,1416,3,91.05,47,0,116.65,ATM downtime increased
2029-04-23,Branch_2,58801.68,4948,7,89.25,40,0,-57.66,Significant revenue drop; ATM downtime increased
2029-04-30,Branch_2,54094.84,4446,15,96.12,32,1,-8.0,Potential fraud detected
2029-05-07,Branch_2,56225.49,3748,17,93.53,16,0,3.94,No significant issues
2029-05-14,Branch_2,143754.46,4284,18,93.06,45,0,155.67,No significant issues
2029-05-21,Branch_2,54304.33,4190,26,92.77,28,1,-62.22,Significant revenue drop; Potential fraud detected
2029-05-28,Branch_2,60770.92,1395,50,93.55,12,0,11.91,Spike in customer complaints
2029-06-04,Branch_2,97973.12,1705,40,91.5,36,0,61.22,Spike in customer complaints; ATM downtime increased
2029-06-11,Branch_2,136442.22,3112,24,90.12,28,0,39.26,ATM downtime increased
2029-06-18,Branch_2,125576.08,2707,17,90.57,17,0,-7.96,ATM downtime increased
2029-06-25,Branch_2,59619.86,4582,16,92.38,14,0,-52.52,Significant revenue drop
2029-07-02,Branch_2,106451.23,4034,22,90.39,21,0,78.55,ATM downtime increased
2029-07-09,Branch_2,105043.49,3537,34,99.6,39,0,-1.32,Spike in customer complaints
2029-07-16,Branch_2,112111.14,3659,11,93.57,25,0,6.73,No significant issues
2029-07-23,Branch_2,56762.35,1866,1,93.35,15,0,-49.37,Significant revenue drop
2029-07-30,Branch_2,149491.93,1720,33,98.42,50,0,163.36,Spike in customer complaints
2029-08-06,Branch_2,65076.19,4368,26,92.38,45,0,-56.47,Significant revenue drop
2029-08-13,Branch_2,149666.33,4033,3,90.83,22,0,129.99,ATM downtime increased
2029-08-20,Branch_2,131577.56,3050,0,97.77,37,0,-12.09,No significant issues
2029-08-27,Branch_2,100882.38,4328,31,89.53,29,0,-23.33,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2029-09-03,Branch_2,121194.42,3386,4,96.73,16,0,20.13,No significant issues
2029-09-10,Branch_2,120369.51,1745,4,92.4,16,0,-0.68,No significant issues
2029-09-17,Branch_2,61278.36,2168,34,99.7,21,0,-49.09,Significant revenue drop; Spike in customer complaints
2029-09-24,Branch_2,116823.77,4867,12,95.75,45,0,90.64,No significant issues
2029-10-01,Branch_2,90676.81,1617,9,96.13,12,0,-22.38,Significant revenue drop
2029-10-08,Branch_2,52114.93,3932,10,89.26,50,0,-42.53,Significant revenue drop; ATM downtime increased
2029-10-15,Branch_2,99179.85,3251,50,97.78,21,0,90.31,Spike in customer complaints
2029-10-22,Branch_2,141817.75,4258,40,89.02,34,0,42.99,Spike in customer complaints; ATM downtime increased
2029-10-29,Branch_2,71171.75,3161,11,95.54,16,0,-49.81,Significant revenue drop
2029-11-05,Branch_2,71008.31,3935,50,99.45,15,0,-0.23,Spike in customer complaints
2029-11-12,Branch_2,52224.22,2659,9,97.27,27,0,-26.45,Significant revenue drop
2029-11-19,Branch_2,131353.57,4526,31,95.4,28,0,151.52,Spike in customer complaints
2029-11-26,Branch_2,87402.58,4451,30,95.85,36,0,-33.46,Significant revenue drop
2029-12-03,Branch_2,88936.96,3516,26,99.94,40,0,1.76,No significant issues
2029-12-10,Branch_2,62327.79,1392,47,90.96,48,0,-29.92,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2029-12-17,Branch_2,98287.07,1609,38,92.91,23,0,57.69,Spike in customer complaints
2029-12-24,Branch_2,98565.25,2470,6,95.01,11,0,0.28,No significant issues
2029-12-31,Branch_2,97672.22,2749,20,99.53,50,0,-0.91,No significant issues
2030-01-07,Branch_2,134089.16,3768,40,91.15,40,0,37.28,Spike in customer complaints; ATM downtime increased
2030-01-14,Branch_2,50610.01,4846,37,89.18,18,0,-62.26,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2030-01-21,Branch_2,52876.11,2956,46,98.92,36,0,4.48,Spike in customer complaints
2030-01-28,Branch_2,86666.1,4236,1,91.69,25,0,63.9,ATM downtime increased
2030-02-04,Branch_2,128937.12,4326,7,99.77,26,0,48.77,No significant issues
2030-02-11,Branch_2,65054.94,3012,26,91.51,36,0,-49.55,Significant revenue drop; ATM downtime increased
2030-02-18,Branch_2,82460.06,1677,9,99.71,25,0,26.75,No significant issues
2030-02-25,Branch_2,114130.14,3193,46,99.05,13,0,38.41,Spike in customer complaints
2030-03-04,Branch_2,125774.81,2028,32,91.66,24,1,10.2,Spike in customer complaints; ATM downtime increased; Potential fraud detected
2030-03-11,Branch_2,57969.73,4049,43,95.65,24,0,-53.91,Significant revenue drop; Spike in customer complaints
2030-03-18,Branch_2,107012.31,3780,11,95.36,10,0,84.6,No significant issues
2030-03-25,Branch_2,131224.79,3398,6,90.06,11,0,22.63,ATM downtime increased
2030-04-01,Branch_2,133129.93,1870,7,91.4,46,0,1.45,ATM downtime increased
2030-04-08,Branch_2,58880.12,2692,1,94.64,10,0,-55.77,Significant revenue drop
2030-04-15,Branch_2,101863.21,3568,19,89.47,12,0,73.0,ATM downtime increased
2030-04-22,Branch_2,104838.32,1465,19,97.42,33,0,2.92,No significant issues
2030-04-29,Branch_2,133597.41,3476,47,99.45,35,0,27.43,Spike in customer complaints
2030-05-06,Branch_2,129784.02,3444,37,90.92,22,0,-2.85,Spike in customer complaints; ATM downtime increased
2030-05-13,Branch_2,119695.43,3260,19,95.21,33,0,-7.77,No significant issues
2030-05-20,Branch_2,98348.87,1080,42,91.78,32,0,-17.83,Spike in customer complaints; ATM downtime increased
2030-05-27,Branch_2,89491.86,3332,29,89.53,31,0,-9.01,ATM downtime increased
2030-06-03,Branch_2,148573.8,2309,16,96.02,40,0,66.02,No significant issues
2030-06-10,Branch_2,141346.95,1723,26,91.59,18,0,-4.86,ATM downtime increased
2030-06-17,Branch_2,132737.58,2630,4,99.36,28,0,-6.09,No significant issues
2030-06-24,Branch_2,140881.13,1033,39,98.56,10,0,6.14,Spike in customer complaints
2030-07-01,Branch_2,114711.97,4723,0,97.99,24,1,-18.58,Potential fraud detected
2030-07-08,Branch_2,120494.67,1931,22,92.63,10,1,5.04,Potential fraud detected
2030-07-15,Branch_2,116549.45,3211,29,98.48,43,0,-3.27,No significant issues
2030-07-22,Branch_2,111503.42,1283,47,92.65,41,0,-4.33,Spike in customer complaints
2030-07-29,Branch_2,142212.14,4116,25,95.95,14,0,27.54,No significant issues
2030-08-05,Branch_2,58996.34,4840,35,97.64,37,0,-58.52,Significant revenue drop; Spike in customer complaints
2030-08-12,Branch_2,99646.22,3534,3,94.42,39,0,68.9,No significant issues
2030-08-19,Branch_2,137427.42,1833,27,89.11,47,1,37.92,ATM downtime increased; Potential fraud detected
2030-08-26,Branch_2,70479.74,3309,30,98.15,12,0,-48.71,Significant revenue drop
2030-09-02,Branch_2,118478.93,1134,3,90.26,21,0,68.1,ATM downtime increased
2030-09-09,Branch_2,62606.28,4374,39,91.48,20,0,-47.16,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2030-09-16,Branch_2,107546.02,2236,15,98.67,28,0,71.78,No significant issues
2030-09-23,Branch_2,68339.9,1597,30,97.83,50,1,-36.46,Significant revenue drop; Potential fraud detected
2030-09-30,Branch_2,115528.89,3402,13,90.45,39,0,69.05,ATM downtime increased
2030-10-07,Branch_2,63152.71,4480,46,89.22,35,0,-45.34,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2030-10-14,Branch_2,142260.7,4898,15,90.08,11,0,125.26,ATM downtime increased
2030-10-21,Branch_2,57616.9,1015,0,92.64,39,0,-59.5,Significant revenue drop
